time_s,leaf_temp_c,air_temp_c,relative_humidity_pct,co2_ppm,light_umol_m2_s
-257,24.041,24.12,55.289,421.451,179.485
-256,24.075,24.072,55.278,420.424,179.441
-255,24.062,24.129,55.155,419.272,179.778
-254,24.013,24.07,54.994,418.705,179.742
-253,24.099,24.135,54.971,419.26,179.818
-252,23.996,24.068,54.935,421.953,179.383
-251,24.021,24.1,55.511,421.803,178.186
-250,23.973,24.117,55.111,423.049,180.377
-249,24.043,24.158,55.296,419.709,180.089
-248,23.964,24.087,54.793,421.687,180.714
-247,23.926,24.145,54.933,417.737,180.382
-246,24.025,24.079,54.832,422.389,180.084
-245,24.044,24.1,55.145,422.38,180.718
-244,23.989,24.117,55.13,420.795,179.57
-243,23.986,24.056,55.216,417.905,180.884
-242,23.964,24.068,54.895,420.485,179.907
-241,23.989,24.097,55.067,418.728,179.284
-240,23.953,24.074,55.017,417.027,177.279
-239,23.977,24.135,54.968,419.422,179.95
-238,23.952,24.098,54.736,421.146,179.403
-237,24.014,24.097,54.766,420.488,179.005
-236,23.956,24.096,55.279,421.983,179.77
-235,24.019,24.103,55.437,422.894,179.189
-234,23.98,24.125,55.033,417.031,178.99
-233,23.952,24.06,54.989,417.504,180.158
-232,23.981,24.082,54.567,420.545,181.069
-231,23.984,24.019,55.25,419.671,179.609
-230,23.974,24.028,55.157,421.529,181.873
-229,24.029,24.09,54.776,420.079,181.229
-228,24.037,24.079,55.051,417.665,178.874
-227,24.065,24.065,54.709,420.304,179.727
-226,24.015,24.096,54.835,418.692,178.789
-225,24.016,24.058,55.382,418.678,183.364
-224,24.015,24.046,55.514,418.583,180.427
-223,24.003,24.077,54.972,419.466,179.012
-222,24.02,24.09,55.046,423.126,179.795
-221,23.964,24.074,54.916,422.967,179.871
-220,23.995,24.107,55.321,420.385,179.266
-219,23.992,24.107,54.866,419.991,178.422
-218,23.997,24.111,54.876,419.371,180.759
-217,24.043,24.125,54.942,419.87,180.712
-216,24.008,24.061,55.283,421.72,179.855
-215,24.019,24.078,55.152,418.071,179.697
-214,24.02,24.103,55.092,418.613,180.712
-213,23.98,24.096,54.776,420.145,180.476
-212,23.982,24.1,55.215,419.653,178.472
-211,24.01,24.174,54.734,422.399,179.81
-210,23.977,24.08,55.195,421.948,178.923
-209,24.011,24.086,55.078,417.133,179.554
-208,24.034,24.086,55.006,421.887,178.513
-207,23.975,24.128,55.541,418.405,182.97
-206,23.988,24.04,54.762,417.556,178.751
-205,23.988,24.111,54.854,418.38,181.327
-204,23.948,24.127,55.068,418.481,180.598
-203,23.922,24.093,54.868,420.127,182.379
-202,24.025,24.088,54.697,418.456,179.413
-201,23.983,24.073,54.794,422.841,182.189
-200,23.978,24.122,54.838,419.775,180.351
-199,23.998,24.108,55.126,421.189,179.654
-198,23.978,24.074,55.134,420.011,179.708
-197,24.022,24.102,55.196,420.51,180.129
-196,24.025,24.123,55.222,422.76,180.464
-195,24.013,24.091,54.828,420.056,180.254
-194,24.007,24.107,54.815,421.57,180.91
-193,23.963,24.094,54.998,418.516,179.996
-192,24.014,24.108,55.253,420.796,179.32
-191,24.023,24.069,55.213,422.809,181.481
-190,23.992,24.115,54.763,418.263,179.679
-189,24.027,24.134,55.202,419.392,179.107
-188,23.989,24.102,55.072,420.679,179.639
-187,24.01,24.091,54.634,419.564,179.774
-186,23.951,24.06,54.784,421.787,177.713
-185,23.974,24.066,55.094,419.626,181.363
-184,24.024,24.065,55.037,417.452,180.436
-183,24.009,24.048,55.106,419.584,178.476
-182,24.04,24.072,55.186,419.055,180.186
-181,24.047,24.118,55.332,419.192,180.628
-180,23.986,24.088,54.872,419.359,179.018
-179,23.993,24.11,54.789,418.913,179.139
-178,23.975,24.095,55.091,420.254,180.46
-177,23.976,24.106,55.133,418.653,179.996
-176,24.003,24.085,55.227,417.636,179.186
-175,23.996,24.159,54.615,419.199,180.157
-174,23.989,24.109,55.176,417.667,179.717
-173,24.019,24.085,55.03,421.585,179.685
-172,24.01,24.098,54.76,419.688,177.715
-171,24.011,24.14,55.024,416.7,179.955
-170,23.976,24.086,54.518,419.662,180.11
-169,23.969,24.046,55.329,419.482,182.554
-168,24.014,24.111,55.065,419.761,178.357
-167,23.978,24.038,54.792,419.362,180.808
-166,24.047,24.117,54.973,421.758,180.265
-165,24.015,24.058,54.827,420.029,180.962
-164,23.991,24.064,54.839,420.728,179.139
-163,24.032,24.079,54.696,419.081,178.74
-162,23.957,24.067,54.762,419.914,180.402
-161,24.033,24.048,55.278,422.497,180.216
-160,24.04,24.066,55.11,418.482,180.336
-159,24.008,24.104,55.119,417.303,181.172
-158,23.956,24.116,55.226,418.346,179.76
-157,24.039,24.104,55.132,421.269,180.421
-156,23.999,24.057,55.329,418.847,178.526
-155,23.979,24.158,55.432,420.893,179.211
-154,23.968,24.108,55.094,421.06,180.113
-153,23.999,24.074,54.873,419.624,178.865
-152,24.035,24.121,55.332,419.983,181.637
-151,24.016,24.077,54.87,419.018,181.136
-150,23.971,24.082,54.847,421.521,180.331
-149,23.998,24.097,54.962,420.072,178.919
-148,23.944,24.112,55.058,421.126,180.274
-147,23.987,24.115,54.775,420.875,179.436
-146,24.015,24.137,55.148,421.173,180.819
-145,24.03,24.102,55.199,419.33,178.454
-144,24.019,24.085,55.208,417.187,179.269
-143,24.02,24.079,55.377,419.173,179.454
-142,23.991,24.099,55.344,420.799,180.644
-141,24.058,24.069,55.27,420.288,179.438
-140,24.002,24.12,54.806,420.394,178.858
-139,23.995,24.092,54.692,421.228,178.218
-138,24.04,24.062,55.008,421.43,179.986
-137,24.012,24.112,55.12,419.573,179.669
-136,24.005,24.144,55.108,418.84,178.389
-135,24.009,24.05,55.118,420.773,180.576
-134,24.011,24.099,55.277,421.957,179.499
-133,24.088,24.129,54.98,420.6,178.939
-132,24.029,24.162,55.002,419.025,181.332
-131,23.991,24.061,55.114,421.593,180.99
-130,23.967,24.092,54.897,420.614,179.307
-129,23.973,24.113,54.864,418.329,180.342
-128,24.004,24.106,54.963,418.84,179.887
-127,23.984,24.035,54.751,420.24,180.946
-126,23.951,24.047,54.962,419.938,181.304
-125,23.998,24.124,54.716,419.444,179.563
-124,23.946,24.083,55.156,420.103,179.977
-123,23.968,24.049,55.344,419.897,179.026
-122,23.964,24.062,55.023,422.627,180.958
-121,24.04,24.148,55.02,419.586,179.529
-120,24.021,24.108,54.651,419.918,178.217
-119,24.016,24.11,55.136,420.327,181.338
-118,23.968,24.114,54.855,420.21,179.621
-117,23.979,24.06,54.962,416.316,179.941
-116,24.027,24.05,54.943,420.751,180.001
-115,24.008,24.117,55.101,419.873,177.431
-114,24.062,24.054,55.201,419.495,179.43
-113,23.987,24.036,54.987,418.285,179.998
-112,23.998,24.068,54.923,419.91,178.252
-111,23.989,24.092,54.617,418.191,180.492
-110,23.99,24.099,55.001,418.861,179.872
-109,24.016,24.094,55.126,421.58,179.089
-108,24.015,24.098,55.208,419.215,178.781
-107,23.98,24.077,54.831,419.852,179.27
-106,24.021,24.06,54.74,422.313,181.377
-105,24.006,24.092,55.199,419.185,178.703
-104,23.954,24.119,54.995,418.973,180.029
-103,23.991,24.065,54.815,420.337,179.233
-102,24.024,24.05,54.92,420.549,181.195
-101,24.013,24.117,55.143,423.19,176.574
-100,24.029,24.122,55.07,418.039,181.726
-99,24.007,24.056,55.227,421.614,179.507
-98,23.973,24.157,55.259,421.677,179.663
-97,23.993,24.113,54.921,420.127,178.171
-96,23.983,24.097,54.521,420.464,181.203
-95,23.986,24.097,54.863,418.493,181.879
-94,23.979,24.104,54.956,418.473,179.545
-93,24.004,24.155,55.195,424.315,180.432
-92,24.05,24.09,54.595,419.522,179.991
-91,24.009,24.088,55.119,421.117,181.744
-90,24.009,24.09,54.829,419.989,180.234
-89,23.998,24.049,55.148,418.514,178.582
-88,23.962,24.125,55.036,419.885,180.905
-87,23.979,24.092,54.944,419.294,179.285
-86,23.988,24.099,55.1,420.139,179.036
-85,24.0,24.105,55.09,420.123,180.96
-84,23.984,24.09,54.829,418.397,180.586
-83,24.006,24.07,55.065,418.102,178.397
-82,23.97,24.097,55.204,420.688,180.842
-81,23.965,24.117,54.865,422.109,181.684
-80,23.969,24.102,54.89,420.594,179.105
-79,24.015,24.104,55.03,422.04,179.244
-78,24.0,24.068,54.956,421.274,180.006
-77,24.001,24.063,55.347,419.65,178.304
-76,24.031,24.115,55.256,418.563,178.268
-75,24.033,24.087,54.488,421.408,179.396
-74,23.99,24.1,54.971,422.022,179.73
-73,24.027,24.091,54.769,419.685,179.105
-72,24.023,24.085,54.987,422.035,178.689
-71,24.048,24.139,55.151,422.389,180.301
-70,23.985,24.089,54.933,422.206,180.233
-69,23.982,24.133,54.819,422.114,180.895
-68,24.075,24.082,54.866,420.971,180.948
-67,24.03,24.147,55.217,416.414,179.323
-66,24.027,24.124,54.933,420.058,179.583
-65,23.983,24.08,54.875,419.489,178.503
-64,23.983,24.115,54.988,423.544,179.99
-63,24.01,24.114,55.229,416.857,180.847
-62,24.031,24.17,54.704,418.721,179.4
-61,23.979,24.099,54.747,421.115,178.365
-60,23.949,24.12,55.116,419.665,180.62
-59,24.009,24.109,54.876,422.107,181.136
-58,24.039,24.079,55.142,418.921,180.309
-57,23.924,24.109,54.924,417.732,180.846
-56,24.019,24.087,55.485,420.624,181.981
-55,24.019,24.104,54.973,421.935,180.487
-54,23.988,24.089,54.895,420.151,181.049
-53,23.955,24.096,55.21,420.489,181.992
-52,23.959,24.131,54.883,421.079,181.008
-51,23.971,24.097,54.886,421.505,180.037
-50,24.013,24.142,55.001,419.691,179.111
-49,23.989,24.081,55.579,418.618,178.816
-48,23.962,24.046,55.022,419.45,179.039
-47,23.97,24.133,55.237,417.443,181.754
-46,24.023,24.057,55.077,421.31,180.813
-45,24.031,24.055,55.076,419.74,178.855
-44,23.982,24.08,55.037,421.448,178.593
-43,23.99,24.044,54.997,421.088,181.161
-42,24.001,24.1,54.931,420.366,179.597
-41,24.031,24.091,54.864,420.859,179.381
-40,24.041,24.095,55.037,421.187,180.699
-39,24.048,24.073,54.967,417.649,179.789
-38,23.969,24.097,55.039,418.021,180.714
-37,23.982,24.093,54.876,419.858,179.755
-36,24.01,24.115,54.877,419.165,178.122
-35,23.966,24.067,55.32,419.494,181.0
-34,24.008,24.104,55.147,418.232,180.953
-33,24.035,24.146,55.196,419.343,181.231
-32,23.998,24.105,54.938,419.703,179.03
-31,23.977,24.153,55.065,421.355,179.5
-30,23.978,24.104,54.976,420.524,180.575
-29,23.963,24.142,55.092,420.481,178.787
-28,24.012,24.091,55.103,417.278,181.471
-27,23.972,24.07,54.73,420.622,180.26
-26,23.973,24.13,54.985,420.269,178.203
-25,23.988,24.067,55.201,420.296,179.649
-24,23.999,24.054,54.962,417.984,180.603
-23,24.059,24.042,55.082,422.68,180.584
-22,24.026,24.13,55.017,420.164,181.515
-21,23.985,24.058,54.886,422.083,180.162
-20,24.001,24.118,54.93,420.863,181.419
-19,24.03,24.044,55.352,418.75,180.106
-18,23.995,24.104,54.849,419.848,180.362
-17,23.999,24.145,55.067,419.819,179.087
-16,24.023,24.093,55.116,418.458,179.504
-15,23.995,24.145,55.104,418.452,180.417
-14,23.979,24.109,55.258,419.921,178.751
-13,24.007,24.119,54.759,418.133,180.973
-12,24.013,24.175,55.099,420.509,179.189
-11,23.98,24.063,54.922,420.135,179.06
-10,23.978,24.079,54.467,418.15,178.835
-9,23.983,24.065,54.769,418.946,180.909
-8,24.019,24.122,55.095,421.115,182.224
-7,23.984,24.11,55.092,417.678,180.089
-6,24.097,24.139,55.213,421.679,182.416
-5,23.981,24.148,54.773,421.048,179.951
-4,23.944,24.116,55.06,418.849,180.353
-3,24.016,24.056,55.265,421.111,179.648
-2,23.952,24.049,55.134,422.003,178.376
-1,23.991,24.047,54.815,420.603,181.904
0,23.989,24.167,55.096,419.064,179.106
1,23.972,24.102,54.746,419.04,179.912
2,23.984,24.109,54.893,420.524,179.91
3,23.98,24.119,55.039,420.196,180.374
4,23.993,24.139,54.922,418.677,179.27
5,23.976,24.131,55.0,421.191,178.398
6,23.999,24.117,54.752,419.122,179.613
7,24.017,24.047,55.029,420.647,179.558
8,24.013,24.084,54.828,421.134,181.271
9,24.014,24.094,55.242,419.727,179.534
10,23.995,24.109,55.084,419.089,180.204
11,24.009,24.104,55.045,418.719,180.217
12,23.984,24.091,54.977,420.056,178.429
13,24.017,24.116,55.285,420.051,179.845
14,24.026,24.056,55.037,418.292,179.56
15,23.987,24.064,54.962,420.252,181.341
16,24.004,24.107,55.05,420.107,179.756
17,24.003,24.116,54.864,422.24,177.746
18,24.054,24.104,54.914,422.712,179.989
19,24.021,24.079,54.567,421.508,180.202
20,24.009,24.122,54.823,423.598,179.766
21,23.977,24.095,55.249,421.546,179.377
22,23.982,24.118,54.887,418.417,180.35
23,23.99,24.149,55.277,420.286,180.176
24,23.973,24.063,54.843,420.191,180.03
25,24.049,24.136,55.003,419.032,177.906
26,24.008,24.095,54.796,421.465,180.035
27,24.028,24.09,54.818,419.398,180.74
28,24.034,24.059,54.937,420.137,181.489
29,23.977,24.098,55.267,421.032,179.833
30,24.033,24.066,54.681,419.118,181.367
31,24.009,24.133,54.809,420.307,180.957
32,23.979,24.102,54.854,419.888,180.49
33,23.992,24.134,55.177,419.195,182.584
34,24.008,24.135,55.214,420.497,181.123
35,23.942,24.116,55.065,421.24,179.633
36,24.004,24.132,55.097,417.822,179.593
37,23.995,24.076,55.207,421.306,178.367
38,23.936,24.114,55.116,418.384,177.934
39,23.998,24.099,54.788,421.729,178.595
40,24.013,24.119,54.937,419.595,177.636
41,23.98,24.047,55.113,420.964,181.375
42,24.005,24.085,54.405,416.592,180.367
43,23.994,24.078,55.061,421.984,181.419
44,23.983,24.134,54.747,420.552,180.424
45,23.983,24.062,54.925,419.957,181.553
46,23.996,24.064,55.239,421.736,182.192
47,24.006,24.069,54.844,416.912,179.619
48,23.955,24.125,54.81,418.421,180.922
49,23.992,24.04,55.013,419.37,179.238
50,23.992,24.058,55.05,420.415,179.902
51,23.995,24.11,55.088,420.969,178.513
52,24.01,24.113,55.017,420.804,179.69
53,23.982,24.065,54.965,422.434,181.224
54,24.031,24.108,55.005,422.201,179.632
55,23.985,24.163,54.585,417.929,181.329
56,23.976,24.125,54.782,420.119,178.182
57,24.01,24.094,54.64,416.282,179.818
58,24.024,24.092,54.896,420.523,179.46
59,24.008,24.131,55.06,421.923,179.869
60,24.002,24.045,55.089,418.249,179.568
61,23.976,24.103,55.228,420.017,180.672
62,24.01,24.056,54.994,420.578,179.334
63,23.965,24.05,54.652,418.891,179.698
64,24.05,24.072,55.061,419.36,178.855
65,24.011,24.09,55.265,418.058,179.947
66,24.007,24.123,54.788,418.885,180.251
67,23.996,24.141,54.918,422.337,182.504
68,24.015,24.112,55.0,420.111,180.0
69,24.068,24.081,54.818,419.624,180.377
70,23.921,24.101,54.694,417.785,179.845
71,23.986,24.079,55.188,419.963,181.661
72,24.038,24.059,55.004,421.388,179.932
73,23.953,24.135,54.621,420.621,180.424
74,23.924,24.077,54.978,419.546,180.445
75,24.004,24.148,54.823,422.872,178.67
76,23.95,24.11,55.143,421.62,179.255
77,23.944,24.095,55.252,420.204,180.039
78,24.025,24.151,55.074,422.311,179.69
79,24.034,24.112,55.175,418.818,181.0
80,23.999,24.11,55.021,421.414,181.377
81,23.995,24.056,55.092,422.911,179.532
82,23.999,24.082,55.324,420.514,180.653
83,24.04,24.162,54.933,421.593,181.504
84,23.996,24.118,55.24,419.442,179.741
85,24.017,24.092,55.199,421.285,180.449
86,24.015,24.135,55.274,423.578,180.029
87,24.006,24.133,55.011,420.434,179.411
88,24.003,24.118,54.972,419.034,179.124
89,23.986,24.068,55.33,419.087,179.259
90,23.948,24.129,55.012,418.831,178.31
91,24.032,24.127,55.099,419.322,178.865
92,24.001,24.094,55.204,421.055,179.857
93,23.953,24.076,55.239,418.27,179.455
94,23.96,24.108,54.934,418.127,179.901
95,24.048,24.117,55.022,420.537,179.373
96,24.031,24.082,54.831,421.235,179.041
97,24.031,24.08,55.176,422.391,180.201
98,24.035,24.107,55.256,422.314,179.54
99,24.001,24.119,55.034,419.983,180.947
100,23.99,24.092,54.769,419.776,178.68
101,24.038,24.078,54.976,421.617,180.406
102,23.965,24.029,55.365,423.617,178.517
103,23.99,24.045,55.012,420.744,181.568
104,24.018,24.15,55.304,421.605,180.21
105,23.96,24.126,54.741,419.62,180.212
106,24.025,24.099,54.618,420.834,178.832
107,23.977,24.119,54.904,417.951,181.406
108,23.972,24.081,55.039,421.159,179.214
109,24.0,24.121,55.327,423.373,180.523
110,23.972,24.114,54.884,419.342,179.493
111,23.998,24.107,54.91,417.158,179.084
112,23.989,24.058,54.937,417.455,178.313
113,23.984,24.157,55.028,421.279,180.498
114,24.034,24.045,54.972,423.714,180.193
115,23.986,24.114,55.194,419.234,179.571
116,24.016,24.058,54.571,420.594,179.524
117,24.043,24.153,55.164,419.16,180.087
118,23.981,24.086,55.395,420.872,181.11
119,23.994,24.108,54.982,421.532,177.96
120,23.987,24.134,55.12,420.233,179.024
121,24.015,24.018,54.819,422.695,179.548
122,24.002,24.112,55.375,422.12,179.195
123,23.992,24.133,54.993,420.803,179.488
124,23.974,24.144,54.881,420.153,178.846
125,24.05,24.078,55.118,420.333,180.441
126,23.983,24.09,54.954,420.409,180.0
127,24.008,24.118,55.179,418.095,180.008
128,23.991,24.089,55.029,419.239,179.378
129,24.006,24.111,54.839,417.572,180.046
130,23.96,24.086,54.589,418.96,180.347
131,23.964,24.127,54.86,419.783,179.35
132,24.039,24.056,55.105,419.083,180.776
133,23.982,24.083,55.217,422.052,179.398
134,23.982,24.18,55.102,420.242,180.821
135,23.962,24.076,54.992,421.062,179.581
136,23.965,24.125,55.149,420.184,181.429
137,24.031,24.092,55.034,420.396,178.279
138,24.019,24.088,54.696,420.843,180.287
139,23.99,24.149,54.434,419.943,181.8
140,23.998,24.122,55.016,420.276,178.314
141,23.964,24.121,55.149,420.565,178.907
142,23.982,24.114,54.972,420.636,181.548
143,23.895,24.102,55.244,422.339,179.827
144,23.971,24.127,55.031,420.744,179.866
145,24.033,24.058,54.502,421.906,178.819
146,23.995,24.071,55.015,419.825,178.565
147,24.049,24.079,54.698,421.532,180.636
148,24.026,24.122,55.442,418.948,179.686
149,23.998,24.047,54.599,422.25,180.548
150,23.953,24.124,55.186,420.089,179.908
151,23.98,24.081,55.256,420.272,181.391
152,23.992,24.113,55.104,420.857,180.894
153,24.011,24.113,54.744,421.506,179.928
154,23.981,24.136,54.961,419.912,178.367
155,24.025,24.108,55.297,420.701,180.787
156,24.02,24.13,54.876,421.441,181.309
157,24.042,24.087,54.908,416.859,179.535
158,23.974,24.082,55.406,420.587,178.965
159,24.018,24.105,54.998,419.318,179.439
160,23.994,24.078,55.236,417.83,179.351
161,23.993,24.123,54.988,417.499,180.759
162,23.951,24.124,54.864,419.688,181.44
163,23.997,24.072,54.939,420.244,180.096
164,24.018,24.096,54.99,420.177,179.308
165,24.076,24.117,55.219,419.408,179.962
166,24.017,24.154,55.308,422.45,178.465
167,23.948,24.121,55.046,416.161,179.177
168,24.001,24.059,54.94,420.306,180.271
169,24.027,24.092,55.372,419.049,181.329
170,24.017,24.158,55.19,419.697,180.016
171,23.954,24.047,55.145,420.942,178.996
172,24.012,24.132,55.47,419.119,180.813
173,24.017,24.105,55.124,417.956,180.796
174,24.025,24.044,54.63,419.285,179.859
175,23.97,24.146,54.618,418.532,179.743
176,23.934,24.075,55.309,420.428,181.765
177,23.985,24.079,54.854,424.27,182.518
178,23.983,24.094,54.814,422.99,180.452
179,23.987,24.073,55.126,421.143,178.673
180,23.983,24.041,54.804,421.584,182.026
181,24.054,24.073,54.661,420.849,181.691
182,24.017,24.079,55.362,420.0,179.173
183,23.974,24.111,55.048,422.193,180.467
184,23.966,24.062,55.202,419.907,179.506
185,24.033,24.115,54.944,420.699,180.549
186,23.944,24.097,55.365,417.965,180.72
187,23.937,24.108,55.362,421.221,181.94
188,23.983,24.172,55.294,418.872,180.089
189,23.999,24.163,54.837,418.143,180.687
190,24.086,24.124,54.883,420.817,179.626
191,24.027,24.037,55.075,420.026,179.89
192,23.936,24.118,54.981,419.322,179.893
193,24.031,24.085,55.038,418.319,179.26
194,23.994,24.13,55.04,419.229,180.023
195,23.995,24.104,55.09,421.183,179.484
196,23.994,24.098,54.712,418.563,180.053
197,23.98,24.145,54.845,417.9,179.89
198,24.004,24.054,55.041,420.295,180.617
199,24.032,24.08,55.22,419.276,180.965
200,24.04,24.176,54.959,418.368,179.241
201,24.013,24.13,55.132,417.976,179.844
202,24.014,24.116,54.836,418.907,181.245
203,23.979,24.094,54.928,420.452,180.369
204,24.005,24.073,54.836,420.478,180.365
205,24.015,24.03,55.238,420.76,180.118
206,24.048,24.128,54.852,418.862,181.267
207,24.026,24.04,54.689,421.327,179.382
208,24.111,24.132,55.254,418.006,181.759
209,24.06,24.123,55.268,417.514,179.375
210,23.958,24.103,55.241,419.546,179.684
211,23.946,24.119,55.343,418.058,180.389
212,23.981,24.131,54.7,420.77,179.998
213,24.06,24.078,55.064,421.567,180.398
214,23.979,24.109,54.967,418.097,178.972
215,23.966,24.138,55.17,421.544,180.836
216,23.995,24.116,55.053,418.896,180.427
217,24.005,24.135,55.007,419.677,181.053
218,23.978,24.118,54.944,420.549,179.85
219,24.011,24.108,54.847,421.484,180.354
220,24.006,24.082,55.046,421.905,178.256
221,24.129,24.057,54.963,419.082,179.18
222,24.061,24.163,54.697,418.848,180.33
223,24.019,24.135,54.938,420.476,180.275
224,24.006,24.135,55.092,421.753,180.482
225,24.005,24.053,54.613,420.64,179.649
226,23.992,24.125,55.168,420.58,179.254
227,24.052,24.119,55.093,421.123,179.414
228,24.039,24.086,54.874,421.177,180.032
229,24.058,24.086,54.955,422.465,180.533
230,24.013,24.111,55.06,419.284,180.354
231,23.932,24.162,54.855,421.373,179.722
232,24.027,24.135,54.681,418.691,180.368
233,23.972,24.112,54.901,422.717,180.11
234,24.015,24.094,55.006,421.731,179.182
235,24.036,24.109,55.077,418.206,180.084
236,23.973,24.066,55.159,419.783,182.824
237,23.964,24.139,55.278,416.94,180.249
238,24.026,24.103,54.847,419.086,180.023
239,23.993,24.1,55.09,420.948,179.683
240,23.954,24.093,54.601,420.004,179.438
241,24.007,24.046,54.784,420.183,180.364
242,24.033,24.105,54.792,419.837,179.659
243,23.984,24.111,54.95,420.952,179.164
244,24.047,24.066,55.031,420.79,179.405
245,24.056,24.066,54.911,421.708,180.853
246,23.997,24.047,54.837,420.16,180.655
247,23.994,24.093,54.873,419.948,178.409
248,23.969,24.028,55.101,420.897,179.907
249,23.977,24.133,55.537,417.871,180.37
250,24.018,24.156,55.248,417.839,180.998
251,23.96,24.127,54.802,419.425,179.867
252,23.987,24.109,55.11,419.64,179.504
253,24.042,24.083,54.923,419.806,179.391
254,23.964,24.038,54.891,421.45,179.629
255,23.981,24.078,55.131,420.454,179.889
256,24.015,24.107,55.044,420.206,178.493
257,23.975,24.106,55.188,421.154,182.692
258,24.006,24.12,54.858,419.072,179.124
259,24.029,24.061,55.219,418.439,179.489
260,23.984,24.149,54.52,420.032,179.286
261,24.055,24.082,55.2,421.448,180.567
262,24.044,24.136,55.102,422.119,180.727
263,23.978,24.08,54.7,421.549,179.285
264,24.016,24.101,55.422,420.822,181.394
265,24.034,24.086,54.835,418.982,180.264
266,23.991,24.101,55.065,422.839,177.91
267,24.062,24.144,54.824,419.866,179.324
268,23.966,24.09,54.883,424.97,180.449
269,24.009,24.114,54.811,420.729,178.692
270,24.024,24.082,54.881,422.505,180.614
271,24.055,24.09,54.697,420.771,181.042
272,24.054,24.101,55.039,421.094,181.277
273,23.99,24.123,55.02,421.88,181.273
274,23.992,24.048,55.074,421.799,179.46
275,24.008,24.099,55.128,420.056,180.542
276,24.055,24.116,54.808,420.367,179.625
277,24.008,24.109,54.946,419.514,180.016
278,24.029,24.037,54.867,419.669,179.763
279,23.959,24.134,55.082,419.986,178.09
280,24.023,24.097,54.797,419.429,180.227
281,24.045,24.132,54.85,419.972,180.595
282,23.975,24.079,55.074,419.771,179.125
283,24.018,24.123,55.064,418.774,179.758
284,24.054,24.042,54.665,419.992,181.742
285,24.002,24.122,54.992,421.218,180.127
286,24.006,24.109,55.121,419.848,179.811
287,24.021,24.107,54.966,417.848,180.463
288,23.986,24.102,55.162,420.932,180.48
289,24.037,24.045,54.806,418.652,179.236
290,24.009,24.061,54.934,420.344,179.284
291,24.019,24.145,54.979,419.868,180.224
292,23.987,24.133,55.097,418.915,179.168
293,23.98,24.112,55.015,419.648,178.022
294,23.958,24.133,54.784,419.9,179.02
295,23.996,24.12,54.524,419.413,180.091
296,24.02,24.102,54.871,420.232,177.865
297,23.975,24.068,55.049,417.161,181.398
298,23.957,24.145,55.134,419.886,180.519
299,23.943,24.078,55.008,420.093,180.872
300,24.027,24.122,55.171,421.007,181.603
