time_s,channel_id,value,quality_flag
186,E1,-0.002637,PASS
187,E1,0.037803,PASS
188,E1,0.01214,PASS
189,E1,0.015376,PASS
190,E1,-0.011445,PASS
191,E1,-0.018706,PASS
192,E1,0.03983,PASS
193,E1,0.005594,PASS
194,E1,0.000655,PASS
195,E1,0.012871,PASS
196,E1,0.037669,PASS
197,E1,0.020191,PASS
198,E1,-0.025366,PASS
199,E1,0.028073,PASS
200,E1,0.010065,PASS
201,E1,0.029144,PASS
202,E1,-0.0046,PASS
203,E1,0.025777,PASS
204,E1,0.023089,PASS
205,E1,0.03156,PASS
206,E1,0.00383,PASS
207,E1,-0.000341,PASS
208,E1,0.009207,PASS
209,E1,-0.002525,PASS
210,E1,0.000212,PASS
211,E1,0.023883,PASS
212,E1,-0.00178,PASS
213,E1,0.034555,PASS
214,E1,-0.010917,PASS
215,E1,-0.004377,PASS
216,E1,0.007041,PASS
217,E1,-0.000951,PASS
218,E1,0.046063,PASS
219,E1,-0.003849,PASS
220,E1,0.008222,PASS
221,E1,0.017544,PASS
222,E1,0.015185,PASS
223,E1,0.020865,PASS
224,E1,0.001314,PASS
225,E1,0.016409,PASS
226,E1,0.007347,PASS
227,E1,0.020834,PASS
228,E1,-0.011746,PASS
229,E1,0.008848,PASS
230,E1,-0.001635,PASS
231,E1,0.009965,PASS
232,E1,0.01392,PASS
233,E1,0.009147,PASS
234,E1,0.008724,PASS
235,E1,0.028322,PASS
236,E1,0.012189,PASS
237,E1,0.030669,PASS
238,E1,0.007608,PASS
239,E1,0.017024,PASS
240,E1,0.015194,PASS
241,E1,0.007691,PASS
242,E1,0.025393,PASS
243,E1,0.023289,PASS
244,E1,-0.004461,PASS
245,E1,0.014312,PASS
246,E1,0.020561,PASS
247,E1,0.016518,PASS
248,E1,0.015764,PASS
249,E1,0.011443,PASS
250,E1,0.026496,PASS
251,E1,0.020665,PASS
252,E1,0.026805,PASS
253,E1,-0.005821,PASS
254,E1,-0.005542,PASS
255,E1,0.004499,PASS
256,E1,0.015558,PASS
257,E1,0.010155,PASS
258,E1,-0.021984,PASS
259,E1,0.030886,PASS
260,E1,0.027741,PASS
261,E1,0.017775,PASS
262,E1,0.044312,PASS
263,E1,0.020873,PASS
264,E1,0.054232,PASS
265,E1,0.009757,PASS
266,E1,0.025875,PASS
267,E1,0.016253,PASS
268,E1,-0.014447,PASS
269,E1,0.033395,PASS
270,E1,0.005073,PASS
271,E1,0.025233,PASS
272,E1,0.006468,PASS
273,E1,0.028634,PASS
274,E1,0.02057,PASS
275,E1,-0.004361,PASS
276,E1,-0.002851,PASS
277,E1,0.024398,PASS
278,E1,0.04068,PASS
279,E1,-0.005729,PASS
280,E1,-0.006688,PASS
281,E1,0.03633,PASS
282,E1,0.010982,PASS
283,E1,0.015021,PASS
284,E1,-0.020224,PASS
285,E1,0.029482,PASS
286,E1,0.015163,PASS
287,E1,0.030425,PASS
288,E1,0.039176,PASS
289,E1,0.016235,PASS
290,E1,0.019837,PASS
291,E1,-0.023763,PASS
292,E1,-0.000835,PASS
293,E1,0.000997,PASS
294,E1,0.038176,PASS
295,E1,0.029006,PASS
296,E1,-0.003108,PASS
297,E1,0.024527,PASS
298,E1,0.035788,PASS
299,E1,0.025136,PASS
300,E1,-0.022988,PASS
